,name,state,population,poverty_%,la_kids_%,la_novehicle_%,la_snap_%,fips
2474,Rutherford County,NC,67810,18.0,20.98,2.15,6.25,37161
2475,Rutherford County,TN,262604,12.46,20.85,0.71,2.45,47149
2476,Rutland County,VT,61642,10.91,15.68,2.02,3.42,50021
2477,Sabine County,TX,10834,21.23,18.0,1.76,4.06,48403
2478,Sabine Parish,LA,24233,19.33,22.45,2.88,6.78,22085
2479,Sac County,IA,10350,10.59,16.59,0.82,2.36,19161
2480,Sacramento County,CA,1418788,15.86,14.99,1.07,2.05,6067
2481,Sagadahoc County,ME,35293,9.8,17.88,1.91,3.36,23023
2482,Saginaw County,MI,200169,17.91,20.56,3.1,6.51,26145
2483,Saguache County,CO,6108,17.72,13.03,2.77,4.96,8109
2484,Salem County,NJ,66083,12.96,19.51,2.25,3.92,34033
2485,Salem city,VA,24802,9.06,14.08,1.94,1.78,51775
2486,Saline County,AR,107118,8.61,22.37,1.35,2.62,5125
2487,Saline County,IL,24913,22.33,19.04,2.73,8.43,17165
2488,Saline County,KS,55606,12.61,18.9,1.97,2.71,20169
2489,Saline County,MO,23370,16.22,18.34,1.77,3.91,29195
2490,Saline County,NE,14200,13.69,19.56,0.49,2.08,31151
2491,Salt Lake County,UT,1029655,10.01,18.42,0.85,1.28,49035
2492,Saluda County,SC,19875,16.61,21.94,2.02,4.92,45081
2493,Sampson County,NC,63431,23.81,23.64,2.4,6.7,37163
2494,San Augustine County,TX,8865,23.79,19.89,2.27,6.8,48405
2495,San Benito County,CA,55269,9.24,17.28,0.39,1.61,6069
2496,San Bernardino County,CA,2035210,17.36,18.86,0.88,2.89,6071
2497,San Diego County,CA,3095313,12.54,12.5,0.65,1.01,6073
2498,San Francisco County,CA,805235,11.12,1.8,0.51,0.22,6075
2499,San Jacinto County,TX,26384,14.89,22.38,0.9,5.78,48407
2500,San Joaquin County,CA,685306,16.45,17.69,1.09,2.47,6077
2501,San Juan County,CO,699,4.6,18.31,3.72,2.43,8111
2502,San Juan County,NM,130044,21.41,24.9,1.54,5.24,35045
2503,San Juan County,UT,14746,25.7,29.74,2.06,4.31,49037
2504,San Juan County,WA,15769,11.34,12.75,1.46,2.04,53055
2505,San Luis Obispo County,CA,269637,14.56,13.59,1.05,1.23,6079
2506,San Mateo County,CA,718451,7.04,8.78,0.47,0.26,6081
2507,San Miguel County,CO,7359,8.81,11.89,0.76,0.76,8113
2508,San Miguel County,NM,29393,28.38,16.71,2.13,7.04,35047
2509,San Patricio County,TX,64804,16.83,22.12,1.81,4.24,48409
2510,San Saba County,TX,6131,14.65,14.52,1.61,2.1,48411
2511,Sanborn County,SD,2355,10.31,21.78,0.85,3.69,46111
2512,Sanders County,MT,11413,19.48,17.9,0.88,5.65,30089
2513,Sandoval County,NM,131561,14.58,23.49,0.92,3.49,35043
2514,Sandusky County,OH,60944,13.48,18.33,1.77,3.33,39143
2515,Sangamon County,IL,197465,15.3,18.98,2.25,4.0,17167
2516,Sanilac County,MI,43114,15.55,20.42,1.95,4.85,26151
2517,Sanpete County,UT,27822,15.62,23.79,0.35,1.95,49039
2518,Santa Barbara County,CA,423895,14.55,12.44,0.7,1.21,6083
2519,Santa Clara County,CA,1781642,8.03,10.87,0.63,0.55,6085
2520,Santa Cruz County,AZ,47420,24.09,26.4,1.23,6.91,4023
2521,Santa Cruz County,CA,262382,14.42,11.82,0.85,1.5,6087
2522,Santa Fe County,NM,144170,12.72,17.05,0.75,3.06,35049
2523,Santa Rosa County,FL,151372,10.03,20.81,0.97,3.75,12113
2524,Sarasota County,FL,379448,9.71,12.16,1.47,1.98,12115
2525,Saratoga County,NY,219607,6.11,19.47,1.12,2.02,36091
2526,Sargent County,ND,3829,3.86,12.43,0.31,1.15,38081
2527,Sarpy County,NE,158840,5.63,23.28,0.76,1.5,31153
2528,Sauk County,WI,61976,10.39,17.38,1.39,3.5,55111
2529,Saunders County,NE,20780,8.46,19.69,0.57,1.52,31155
2530,Sawyer County,WI,16557,17.2,18.68,1.85,6.4,55113
2531,Schenectady County,NY,154727,12.11,13.93,2.76,3.0,36093
2532,Schleicher County,TX,3461,14.77,23.75,0.61,1.33,48413
2533,Schley County,GA,5010,21.3,25.91,1.86,7.27,13249
2534,Schoharie County,NY,32749,12.68,18.27,1.71,4.78,36095
2535,Schoolcraft County,MI,8485,20.63,17.93,2.43,6.38,26153
2536,Schuyler County,IL,7544,19.82,17.5,1.37,3.25,17169
2537,Schuyler County,MO,4431,15.73,25.73,2.05,5.21,29197
2538,Schuyler County,NY,18343,13.92,19.95,2.16,5.1,36097
2539,Schuylkill County,PA,148289,12.62,14.05,1.99,3.85,42107
2540,Scioto County,OH,79499,23.69,19.56,2.61,8.6,39145
2541,Scotland County,MO,4843,15.85,26.88,1.98,3.63,29199
2542,Scotland County,NC,36157,27.58,21.26,3.45,8.17,37165
2543,Scott County,AR,11233,22.0,23.18,2.41,6.52,5127
2544,Scott County,IA,165224,12.38,17.54,1.59,2.69,19163
2545,Scott County,IL,5355,12.96,23.75,1.92,5.36,17171
2546,Scott County,IN,24181,15.83,20.31,1.7,3.48,18143
2547,Scott County,KS,4936,2.3,15.68,0.08,0.75,20171
2548,Scott County,KY,47173,12.77,23.31,1.24,3.87,21209
2549,Scott County,MN,129928,5.8,25.16,0.99,1.27,27139
2550,Scott County,MO,39191,20.78,18.84,1.52,5.65,29201
2551,Scott County,MS,28264,28.81,23.87,3.64,4.97,28123
2552,Scott County,TN,22228,22.58,22.67,1.71,10.27,47151
2553,Scott County,VA,23177,18.63,18.27,3.01,6.74,51169
2554,Scotts Bluff County,NE,36970,13.57,18.07,1.38,3.16,31157
2555,Screven County,GA,14593,22.32,22.59,3.44,6.77,13251
2556,Scurry County,TX,16921,14.73,21.1,1.55,2.13,48415
2557,Searcy County,AR,8195,20.41,19.77,2.98,5.66,5129
2558,Sebastian County,AR,125744,20.39,19.25,1.85,4.17,5131
2559,Sedgwick County,CO,2379,17.03,11.94,0.97,4.96,8115
2560,Sedgwick County,KS,498365,14.5,20.69,1.76,3.01,20173
2561,Seminole County,FL,422718,11.55,17.16,0.88,2.24,12117
2562,Seminole County,GA,8729,24.28,17.99,2.43,5.93,13253
2563,Seminole County,OK,25482,21.45,21.96,2.13,6.72,40133
2564,Seneca County,NY,35251,12.15,18.62,2.49,3.44,36099
2565,Seneca County,OH,56745,14.76,19.56,1.91,3.87,39147
2566,Sequatchie County,TN,14112,16.58,22.04,1.4,7.48,47153
2567,Sequoyah County,OK,42391,23.33,22.17,1.8,6.65,40135
2568,Sevier County,AR,17058,20.97,26.81,1.47,4.96,5133
2569,Sevier County,TN,89889,15.22,19.86,1.17,5.12,47155
2570,Sevier County,UT,20802,13.58,24.13,0.39,2.65,49041
2571,Seward County,KS,22952,16.73,20.66,1.14,1.48,20175
2572,Seward County,NE,16750,7.37,21.83,1.13,1.43,31159
2573,Shackelford County,TX,3378,14.79,16.55,1.48,2.61,48417
2574,Shannon County,MO,8441,28.62,20.78,1.41,7.9,29203
2575,Sharkey County,MS,4916,26.11,18.88,3.64,9.7,28125
2576,Sharp County,AR,17264,21.47,20.01,1.52,7.33,5135
2577,Shasta County,CA,177223,17.05,17.24,1.81,3.16,6089
2578,Shawano County,WI,41949,10.22,20.09,1.41,3.48,55115
2579,Shawnee County,KS,177934,13.53,20.25,2.41,3.09,20177
2580,Sheboygan County,WI,115507,7.63,15.88,1.23,1.93,55117
2581,Shelby County,AL,195085,8.84,22.85,0.98,1.85,1117
2582,Shelby County,IA,12167,8.61,20.88,1.88,3.4,19165
2583,Shelby County,IL,22363,11.28,20.36,1.41,3.51,17173
2584,Shelby County,IN,44436,11.14,20.17,1.08,2.67,18145
2585,Shelby County,KY,42074,13.03,21.26,0.84,3.3,21211
2586,Shelby County,MO,6373,15.19,21.54,1.46,3.59,29205
2587,Shelby County,OH,49423,9.36,23.85,1.56,2.57,39149
2588,Shelby County,TN,927644,21.23,20.75,2.32,4.99,47157
2589,Shelby County,TX,25448,24.06,23.21,1.76,5.88,48419
2590,Shenandoah County,VA,41993,10.83,18.81,2.0,3.5,51171
2591,Sherburne County,MN,88499,7.33,26.74,0.86,1.26,27141
2592,Sheridan County,KS,2556,5.14,14.28,0.51,1.96,20179
2593,Sheridan County,MT,3384,10.95,13.24,1.68,2.28,30091
2594,Sheridan County,ND,1321,14.04,15.97,2.35,5.45,38083
2595,Sheridan County,NE,5469,18.12,13.27,1.66,3.11,31161
2596,Sheridan County,WY,29116,6.24,18.69,1.05,1.37,56033
2597,Sherman County,KS,6010,19.05,22.35,1.23,4.23,20181
2598,Sherman County,NE,3152,11.4,17.8,0.63,2.47,31163
2599,Sherman County,OR,1765,13.05,17.79,1.7,5.67,41055
2600,Sherman County,TX,3034,15.24,19.45,0.43,0.66,48421
2601,Shiawassee County,MI,70648,11.51,21.15,1.76,4.68,26155
2602,Shoshone County,ID,12765,17.24,11.88,1.35,4.6,16079
2603,Sibley County,MN,15226,7.1,17.57,0.7,1.7,27143
2604,Sierra County,CA,3240,8.3,17.04,1.88,5.96,6091
2605,Sierra County,NM,11988,24.91,14.73,2.01,9.93,35051
2606,Silver Bow County,MT,34200,19.4,12.43,1.6,3.63,30093
2607,Simpson County,KY,17327,15.74,20.53,0.78,3.79,21213
2608,Simpson County,MS,27503,24.86,24.18,2.4,6.81,28127
2609,Sioux County,IA,33704,6.86,19.22,0.77,1.28,19167
2610,Sioux County,ND,4153,36.56,32.96,2.05,6.48,38085
2611,Sioux County,NE,1311,10.66,22.35,2.59,2.36,31165
2612,Siskiyou County,CA,44900,19.65,16.4,2.05,4.18,6093
2613,Sitka City and Borough,AK,8881,7.42,12.67,2.13,1.61,2220
2614,Skagit County,WA,116901,12.78,18.59,1.16,4.23,53057
2615,Skagway Municipality,AK,968,5.31,2.48,0.62,0.21,2230
2616,Skamania County,WA,11066,13.6,19.17,1.7,4.08,53059
2617,Slope County,ND,727,5.54,20.08,0.41,1.79,38087
2618,Smith County,KS,3853,12.8,17.36,1.27,2.65,20183
2619,Smith County,MS,16491,17.02,24.66,1.66,3.66,28129
2620,Smith County,TN,19166,14.84,23.33,1.64,5.78,47159
2621,Smith County,TX,209714,16.63,21.16,1.2,3.64,48423
2622,Smyth County,VA,32208,19.24,19.85,3.65,6.76,51173
2623,Snohomish County,WA,713335,8.22,17.49,0.91,2.18,53061
2624,Snyder County,PA,39702,10.18,19.76,2.11,3.0,42109
2625,Socorro County,NM,17866,30.2,21.15,2.56,5.18,35053
2626,Solano County,CA,413344,10.22,14.16,0.73,1.44,6095
2627,Somerset County,MD,26470,18.68,14.57,2.95,6.49,24039
2628,Somerset County,ME,52228,19.3,18.81,2.86,8.2,23025
2629,Somerset County,NJ,323444,4.7,19.67,1.23,0.65,34035
2630,Somerset County,PA,77742,12.34,18.01,2.67,5.23,42111
2631,Somervell County,TX,8490,24.53,21.77,0.24,5.09,48425
2632,Sonoma County,CA,483878,10.27,11.67,0.85,1.17,6097
2633,Southampton County,VA,18570,9.41,20.99,2.59,5.86,51175
2634,Southeast Fairbanks Census Area,AK,7029,10.55,25.1,1.82,3.03,2240
2635,Spalding County,GA,64073,21.9,21.01,2.48,5.8,13255
2636,Spartanburg County,SC,284307,15.33,21.97,2.08,4.44,45083
2637,Spencer County,IN,20952,9.34,21.44,1.12,2.45,18147
2638,Spencer County,KY,17061,8.53,25.4,0.51,1.93,21215
2639,Spink County,SD,6415,9.47,20.5,0.89,1.96,46115
2640,Spokane County,WA,471221,15.05,16.28,1.19,3.71,53063
2641,Spotsylvania County,VA,122397,7.99,24.51,0.99,2.23,51177
2642,St. Bernard Parish,LA,35897,20.03,15.86,1.31,3.47,22087
2643,St. Charles County,MO,360485,5.89,21.37,0.79,1.24,29183
2644,St. Charles Parish,LA,52780,11.39,23.76,1.45,4.1,22089
2645,St. Clair County,AL,83593,13.13,22.41,1.11,3.79,1115
2646,St. Clair County,IL,270056,16.63,20.82,2.77,4.88,17163
2647,St. Clair County,MI,163040,13.4,21.31,2.15,4.86,26147
2648,St. Clair County,MO,9805,17.67,18.51,2.13,4.56,29185
2649,St. Croix County,WI,84345,4.51,24.49,0.91,1.72,55109
2650,St. Francis County,AR,28258,25.54,22.16,4.22,7.62,5123
2651,St. Francois County,MO,65359,16.48,18.45,1.81,5.01,29187
2652,St. Helena Parish,LA,11203,20.71,24.6,3.82,9.92,22091
2653,St. James Parish,LA,22102,16.79,19.47,2.65,4.03,22093
2654,St. John the Baptist Parish,LA,45924,19.57,23.56,1.92,5.74,22095
2655,St. Johns County,FL,190039,9.0,20.38,0.96,2.1,12109
2656,St. Joseph County,IN,266931,16.81,18.92,1.77,2.88,18141
2657,St. Joseph County,MI,61295,15.53,20.58,2.22,3.67,26149
2658,St. Landry Parish,LA,83384,28.96,21.74,2.65,4.93,22097
2659,St. Lawrence County,NY,111944,19.3,17.64,2.46,4.54,36089
2660,St. Louis County,MN,200226,15.53,15.53,2.25,3.05,27137
2661,St. Louis County,MO,998954,9.79,16.85,1.76,2.37,29189
2662,St. Louis city,MO,319294,24.73,10.53,4.56,4.75,29510
2663,St. Lucie County,FL,277789,15.17,18.04,1.5,3.91,12111
2664,St. Martin Parish,LA,52160,17.68,21.48,1.63,4.8,22099
2665,St. Mary Parish,LA,54650,19.06,21.01,2.35,5.35,22101
2666,St. Mary's County,MD,105151,8.32,23.02,1.25,2.82,24037
2667,St. Tammany Parish,LA,233740,11.06,21.73,1.07,2.63,22103
2668,Stafford County,KS,4437,14.07,18.48,0.86,2.5,20185
2669,Stafford County,VA,128961,5.26,23.73,0.51,1.18,51179
2670,Stanislaus County,CA,514453,16.16,15.7,0.98,2.36,6099
2671,Stanley County,SD,2966,4.73,15.91,0.3,1.05,46117
2672,Stanly County,NC,60585,14.32,19.5,1.45,4.47,37167
2673,Stanton County,KS,2235,14.65,15.62,0.45,0.36,20187
2674,Stanton County,NE,6129,8.84,21.44,0.52,2.06,31167
2675,Stark County,IL,5994,16.16,23.54,1.38,4.9,17175
2676,Stark County,ND,24199,9.09,17.68,1.18,1.86,38089
2677,Stark County,OH,375586,14.03,18.4,1.96,4.04,39151
2678,Starke County,IN,23363,14.24,21.67,1.47,4.02,18149
2679,Starr County,TX,60968,35.98,27.68,1.9,8.99,48427
2680,Staunton city,VA,23746,13.52,10.47,1.42,1.57,51790
2681,Ste. Genevieve County,MO,18145,14.87,21.81,1.25,4.07,29186
2682,Stearns County,MN,150642,13.52,19.49,1.63,2.74,27145
2683,Steele County,MN,36576,9.97,21.79,1.65,1.83,27147
2684,Steele County,ND,1975,5.98,21.32,0.61,0.41,38091
2685,Stephens County,GA,26175,16.4,20.59,2.8,7.82,13257
2686,Stephens County,OK,45048,14.73,19.23,1.5,4.16,40137
2687,Stephens County,TX,9630,23.27,17.33,1.93,3.83,48429
2688,Stephenson County,IL,47711,14.53,15.34,2.22,4.47,17177
2689,Sterling County,TX,1143,3.54,24.41,0.26,1.75,48431
2690,Steuben County,IN,34185,10.92,20.65,1.52,2.17,18151
2691,Steuben County,NY,98990,14.07,18.8,2.61,4.11,36101
2692,Stevens County,KS,5724,17.6,24.11,1.4,1.96,20189
2693,Stevens County,MN,9726,15.58,16.71,1.79,1.96,27149
2694,Stevens County,WA,43531,15.66,20.36,1.27,5.5,53065
2695,Stewart County,GA,6058,38.44,13.35,4.06,6.16,13259
2696,Stewart County,TN,13324,16.54,22.73,1.28,6.0,47161
2697,Stillwater County,MT,9117,6.23,16.98,0.78,1.13,30095
2698,Stoddard County,MO,29968,15.99,17.74,1.89,5.35,29207
2699,Stokes County,NC,47401,13.77,21.36,1.27,5.13,37169
2700,Stone County,AR,12394,22.01,20.1,1.65,7.41,5137
2701,Stone County,MO,32202,12.4,17.93,1.67,4.23,29209
2702,Stone County,MS,17786,17.39,23.6,1.24,5.7,28131
2703,Stonewall County,TX,1490,13.21,13.02,0.74,2.08,48433
2704,Storey County,NV,4010,7.94,17.48,0.4,4.19,32029
2705,Story County,IA,89542,26.58,13.98,1.46,1.93,19169
2706,Strafford County,NH,123143,11.78,17.49,1.6,2.6,33017
2707,Stutsman County,ND,21100,11.8,15.91,1.36,2.09,38093
2708,Sublette County,WY,10247,7.97,21.22,0.44,0.68,56035
2709,Suffolk County,MA,722023,20.38,4.46,1.91,1.45,25025
2710,Suffolk County,NY,1493350,7.06,17.18,1.14,1.46,36103
2711,Suffolk city,VA,84585,11.09,20.02,1.63,3.47,51800
2712,Sullivan County,IN,21475,13.41,18.52,1.6,3.79,18153
2713,Sullivan County,MO,6714,16.66,19.73,1.4,3.56,29211
2714,Sullivan County,NH,43742,10.87,19.43,2.11,3.3,33019
2715,Sullivan County,NY,77547,14.57,19.05,3.11,4.48,36105
2716,Sullivan County,PA,6428,13.33,14.86,1.6,4.0,42113
2717,Sullivan County,TN,156823,16.75,18.25,2.16,5.78,47163
2718,Sully County,SD,1373,4.38,22.58,1.02,1.02,46119
2719,Summers County,WV,13927,23.89,15.87,2.74,8.92,54089
2720,Summit County,CO,27994,10.28,12.62,0.32,0.9,8117
2721,Summit County,OH,541781,13.56,17.33,2.39,3.96,39153
2722,Summit County,UT,36324,6.46,23.5,0.58,0.38,49043
2723,Sumner County,KS,24132,12.52,21.52,1.42,3.23,20191
2724,Sumner County,TN,160645,9.79,22.85,1.04,3.52,47165
2725,Sumter County,AL,13763,31.48,18.85,4.13,10.44,1119
2726,Sumter County,FL,93420,8.78,8.01,1.27,2.47,12119
2727,Sumter County,GA,32819,27.84,21.51,2.79,7.15,13261
2728,Sumter County,SC,107456,20.49,22.83,2.8,6.03,45085
2729,Sunflower County,MS,29450,32.1,19.78,2.88,8.73,28133
2730,Surry County,NC,73673,16.88,20.53,2.09,5.51,37171
2731,Surry County,VA,7058,13.38,21.07,2.83,5.61,51181
2732,Susquehanna County,PA,43356,12.26,18.72,1.66,3.41,42115
2733,Sussex County,DE,197145,11.87,17.33,1.14,4.14,10005
2734,Sussex County,NJ,149265,5.12,22.25,1.01,1.02,34037
2735,Sussex County,VA,12087,15.05,15.52,2.47,5.1,51183
2736,Sutter County,CA,94737,16.01,20.08,1.06,2.78,6101
2737,Sutton County,TX,4128,8.33,18.48,1.19,1.43,48435
2738,Suwannee County,FL,41551,17.67,21.28,2.02,8.33,12121
2739,Swain County,NC,13981,17.47,21.97,1.81,5.06,37173
2740,Sweet Grass County,MT,3651,7.93,14.24,0.3,1.75,30097
2741,Sweetwater County,WY,43806,12.51,21.9,0.85,1.94,56037
2742,Swift County,MN,9783,13.22,15.98,1.1,2.22,27151
2743,Swisher County,TX,7854,21.73,17.65,1.69,3.49,48437
2744,Switzerland County,IN,10613,20.08,24.0,1.15,3.46,18155
2745,Talbot County,GA,6865,19.0,21.33,3.54,6.92,13263
2746,Talbot County,MD,37782,9.49,17.89,1.71,4.31,24041
2747,Taliaferro County,GA,1717,28.04,18.81,5.18,11.01,13265
2748,Talladega County,AL,82291,19.85,21.08,2.71,6.11,1121
2749,Tallahatchie County,MS,15378,29.85,20.0,2.79,8.06,28135
2750,Tallapoosa County,AL,41616,20.08,20.42,3.25,7.41,1123
2751,Tama County,IA,17767,12.1,21.04,0.99,2.95,19171
2752,Taney County,MO,51675,17.25,20.65,1.97,5.57,29213
2753,Tangipahoa Parish,LA,121097,22.46,22.52,2.33,7.09,22105
2754,Taos County,NM,32937,19.39,17.65,1.88,6.46,35055
2755,Tarrant County,TX,1809034,13.41,20.01,1.05,2.65,48439
2756,Tate County,MS,28886,20.33,24.65,1.65,5.62,28137
2757,Tattnall County,GA,25520,22.95,20.22,2.14,6.29,13267
2758,Taylor County,FL,22570,18.73,18.54,2.12,7.02,12123
2759,Taylor County,GA,8906,26.19,20.63,2.09,8.24,13269
2760,Taylor County,IA,6317,10.32,17.13,1.39,2.88,19173
2761,Taylor County,KY,24512,24.41,20.5,2.79,6.72,21217
2762,Taylor County,TX,131506,16.16,19.58,1.49,4.12,48441
2763,Taylor County,WI,20689,10.01,22.99,1.98,3.43,55119
2764,Taylor County,WV,16895,17.51,17.52,2.24,5.61,54091
2765,Tazewell County,IL,135394,8.66,19.98,1.86,3.66,17179
2766,Tazewell County,VA,45078,15.96,18.51,2.69,5.89,51185
2767,Tehama County,CA,63463,21.57,20.98,2.15,4.27,6103
2768,Telfair County,GA,16500,28.42,14.03,1.31,4.8,13271
2769,Teller County,CO,23350,8.35,17.89,0.66,3.21,8119
2770,Tensas Parish,LA,5252,40.17,20.73,4.47,6.85,22107
2771,Terrebonne Parish,LA,111860,21.91,20.55,2.42,4.58,22109
2772,Terrell County,GA,9315,32.86,17.53,2.63,8.45,13273
2773,Terrell County,TX,984,14.97,22.15,2.74,0.71,48443
2774,Terry County,TX,12651,16.49,21.27,1.85,5.66,48445
2775,Teton County,ID,10170,6.14,27.88,0.34,0.62,16081
2776,Teton County,MT,6073,13.2,19.69,1.04,2.34,30099
2777,Teton County,WY,21294,7.05,16.45,0.68,0.75,56039
2778,Texas County,MO,26008,24.59,19.32,2.04,6.47,29215
2779,Texas County,OK,20640,17.75,19.4,1.08,1.48,40139
2780,Thayer County,NE,5228,8.42,13.5,0.61,2.33,31169
2781,Thomas County,GA,44720,20.51,22.93,2.56,7.39,13275
2782,Thomas County,KS,7900,11.09,22.42,0.84,2.48,20193
2783,Thomas County,NE,647,10.7,22.87,0.15,0.0,31171
2784,Throckmorton County,TX,1641,14.65,22.3,1.34,2.86,48447
2785,Thurston County,NE,6940,28.36,31.6,2.16,5.61,31173
2786,Thurston County,WA,252264,11.08,19.47,1.2,3.47,53067
2787,Tift County,GA,40118,24.23,21.33,3.07,3.87,13277
2788,Tillamook County,OR,25250,14.89,16.57,1.89,6.08,41057
2789,Tillman County,OK,7992,21.55,19.78,1.71,6.04,40141
2790,Tioga County,NY,51125,10.43,19.91,1.48,4.43,36107
2791,Tioga County,PA,41981,14.34,18.44,1.98,4.41,42117
2792,Tippah County,MS,22232,19.69,23.38,1.9,5.84,28139
2793,Tippecanoe County,IN,172780,21.52,16.87,2.34,2.62,18157
2794,Tipton County,IN,15936,8.12,21.68,0.97,2.4,18159
2795,Tipton County,TN,61081,14.27,25.14,1.43,5.85,47167
2796,Tishomingo County,MS,19593,18.04,21.1,2.12,5.04,28141
2797,Titus County,TX,32334,18.86,23.14,1.03,4.08,48449
2798,Todd County,KY,12460,18.11,25.19,3.6,6.89,21219
2799,Todd County,MN,24895,13.31,22.33,1.84,2.93,27153
2800,Todd County,SD,9612,55.33,37.52,5.84,10.28,46121
2801,Tolland County,CT,152691,9.98,18.95,1.4,2.09,9013
2802,Tom Green County,TX,110224,13.33,19.03,1.58,2.81,48451
2803,Tompkins County,NY,101564,21.93,13.8,2.28,2.54,36109
2804,Tooele County,UT,58218,7.18,30.27,1.25,2.21,49045
2805,Toole County,MT,5324,13.1,13.6,3.1,1.54,30101
2806,Toombs County,GA,27223,23.89,24.64,2.23,8.04,13279
2807,Torrance County,NM,16383,25.94,23.82,1.42,7.75,35057
2808,Towner County,ND,2246,12.23,13.4,1.07,1.65,38095
2809,Towns County,GA,10471,15.98,15.23,1.37,4.25,13281
2810,Traill County,ND,8121,6.96,14.62,0.94,1.69,38097
2811,Transylvania County,NC,33090,14.59,15.06,1.55,4.54,37175
2812,Traverse County,MN,3558,11.01,11.47,0.42,2.33,27155
2813,Travis County,TX,1024266,14.16,17.98,1.17,1.96,48453
2814,Treasure County,MT,718,15.96,18.66,1.53,3.06,30103
2815,Trego County,KS,3001,7.64,14.43,0.1,1.0,20195
2816,Trempealeau County,WI,28816,8.59,21.16,1.8,3.08,55121
2817,Treutlen County,GA,6885,20.27,20.64,2.45,7.22,13283
2818,Trigg County,KY,14339,10.55,20.94,2.02,3.93,21221
2819,Trimble County,KY,8809,18.97,23.58,2.46,5.18,21223
2820,Trinity County,CA,13786,19.78,16.01,2.09,4.38,6105
2821,Trinity County,TX,14585,16.35,18.99,2.28,5.01,48455
2822,Tripp County,SD,5644,20.13,15.41,0.58,2.34,46123
2823,Troup County,GA,67044,20.21,22.3,2.57,5.23,13285
2824,Trousdale County,TN,7870,15.87,21.72,0.8,4.24,47169
2825,Trumbull County,OH,210312,17.73,18.25,2.26,4.23,39155
2826,Tucker County,WV,7141,14.2,13.12,2.46,3.64,54093
2827,Tulare County,CA,442179,25.74,19.92,0.91,3.84,6107
2828,Tulsa County,OK,603403,15.85,18.55,1.93,3.56,40143
2829,Tunica County,MS,10778,21.11,24.32,2.78,7.9,28143
2830,Tuolumne County,CA,55365,12.52,15.77,1.42,3.49,6109
2831,Turner County,GA,8930,34.81,20.21,1.95,7.38,13287
2832,Turner County,SD,8347,10.64,21.66,0.86,3.4,46125
2833,Tuscaloosa County,AL,194656,18.91,17.68,1.48,3.0,1125
2834,Tuscarawas County,OH,92582,13.27,18.89,2.05,3.87,39157
2835,Tuscola County,MI,55729,15.45,21.47,1.69,5.4,26157
2836,Twiggs County,GA,9023,25.94,19.78,4.0,7.46,13289
2837,Twin Falls County,ID,77230,14.77,18.66,0.84,2.13,16083
2838,Tyler County,TX,21766,14.83,19.05,2.32,6.0,48457
2839,Tyler County,WV,9208,16.19,17.09,1.64,3.95,54095
2840,Tyrrell County,NC,4407,25.2,14.66,1.95,5.85,37177
2841,Uinta County,WY,21118,12.59,25.95,1.34,2.14,56041
2842,Uintah County,UT,32588,12.13,29.22,0.87,2.65,49047
2843,Ulster County,NY,182493,14.12,18.36,2.27,3.79,36111
2844,Umatilla County,OR,75889,18.23,22.1,1.89,6.85,41059
2845,Unicoi County,TN,18313,21.25,16.87,1.85,7.31,47171
2846,Union County,AR,41639,20.69,21.88,1.73,5.25,5139
2847,Union County,FL,15535,21.94,17.24,1.28,4.65,12125
2848,Union County,GA,21356,14.57,16.89,1.69,3.61,13291
2849,Union County,IA,12534,14.34,16.35,1.6,3.34,19175
2850,Union County,IL,17808,18.74,17.18,1.61,4.6,17181
2851,Union County,IN,7516,8.81,18.85,1.28,2.3,18161
2852,Union County,KY,15007,21.98,19.93,1.43,4.14,21225
2853,Union County,MS,27134,15.54,23.87,1.78,4.54,28145
2854,Union County,NC,201292,9.38,26.54,0.72,2.45,37179
2855,Union County,NJ,536499,9.85,11.31,1.2,0.87,34039
2856,Union County,NM,4549,14.1,12.4,1.89,3.32,35059
2857,Union County,OH,52300,6.84,26.38,1.34,2.13,39159
2858,Union County,OR,25748,16.03,13.56,1.26,4.06,41061
2859,Union County,PA,44947,9.15,16.93,1.94,2.47,42119
2860,Union County,SC,28961,21.91,20.99,3.36,6.62,45087
2861,Union County,SD,14399,7.09,22.02,0.58,2.06,46127
2862,Union County,TN,19109,21.58,23.07,1.89,9.82,47173
2863,Union Parish,LA,22721,18.59,21.43,2.61,4.82,22111
2864,Upshur County,TX,39309,13.28,23.29,1.45,4.82,48459
2865,Upshur County,WV,24254,20.66,18.5,2.59,5.54,54097
2866,Upson County,GA,27153,22.53,20.42,3.31,5.35,13293
2867,Upton County,TX,3355,19.0,17.56,1.34,1.25,48461
2868,Utah County,UT,516564,12.73,27.93,0.46,1.17,49049
2869,Uvalde County,TX,26405,16.91,25.93,2.02,6.19,48463
2870,Val Verde County,TX,48879,19.74,27.42,1.79,5.58,48465
2871,Valdez-Cordova Census Area,AK,9636,8.92,18.39,2.9,2.33,2261
2872,Valencia County,NM,76569,19.57,24.85,1.14,6.69,35061
2873,Valley County,ID,9862,9.96,16.49,1.68,3.58,16085
2874,Valley County,MT,7369,9.05,17.0,0.65,2.69,30105
2875,Valley County,NE,4260,10.55,12.51,1.01,1.48,31175
2876,Van Buren County,AR,17295,18.9,19.32,2.26,5.86,5141
2877,Van Buren County,IA,7570,13.08,23.32,2.54,4.54,19177
2878,Van Buren County,MI,76258,15.45,21.38,1.63,5.05,26159
